Assigned To	Code	Date	User	Tweet
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:28:56 +0000 2018	ItsSpoilerTime	@therealroseanne LOL
Sigfried Gold	Anti-Roseanne	Tue May 29 18:28:57 +0000 2018	BrookeBCNN	Wish Bob Mueller worked as fast as @ABCNetwork cancelling Roseanne!
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:28:57 +0000 2018	DrivinMissApril	@therealroseanne You should leave the Country, too.  You are a racist just like you good fiend DJT.  And they forbi... https://t.co/XpvPnKgnJG
Aditya Bhat	Neutral	Tue May 29 18:28:58 +0000 2018	Yellowman617	Roseanne a fuckin fool
Aditya Bhat	Neutral	Tue May 29 18:28:58 +0000 2018	Conscious1962	ABC cancels 'Roseanne' following Roseanne Barr's racist tweet targeting Obama adviser https://t.co/FX4AdMXMZQ
Carmen Collins	Anti-Roseanne	Tue May 29 18:28:58 +0000 2018	globalnoxko	Since Roseanne is out, how about a show starring John Goodman?
Sigfried Gold	Anti-Roseanne	Tue May 29 18:28:58 +0000 2018	iffychick	BoycottRoseanne
Sarah Jackson	Anti-Roseanne	Tue May 29 18:28:58 +0000 2018	twostepcub	Roseanne's followers are currently at 666K  If that doesn't prove she's associated with the devil idk what does      https://t.co/IeeZQypnET
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:28:59 +0000 2018	ScottishPhenix	@Louzephyr76 @therealroseanne @MARS0411 @385parkplace @SGTreport I have friends...the fact that they're black doesn... https://t.co/4yuwN2YKYC
Kristen Byers	Pro-Roseanne	Tue May 29 18:28:59 +0000 2018	hayleyraye92	istandwithroseanne
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:28:59 +0000 2018	xrtfan_	Ojal   un combate intelectual entre Homer Simpson y Roseanne Barr.
Kristen Byers	Anti-Roseanne	Tue May 29 18:29:00 +0000 2018	khiyabee	Roseanne been showing the world she was racist honestly
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:29:00 +0000 2018	KgiardenKaren	@LisaMei62 @therealroseanne I step out for what...an hour...and now the show went from bulletproof to canceled?  Th... https://t.co/Tn6EchPiKG
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:29:00 +0000 2018	demented_goober	@TC_resistance @therealroseanne She no longer does!
Kristen Byers	Unclear/Unrelated	Tue May 29 18:29:01 +0000 2018	carentarvin	@howellsuzy @JessicaValenti @therealroseanne They are if they continue to work with her.
Kristen Byers	Anti-Roseanne	Tue May 29 18:29:01 +0000 2018	KvngJim	Roseanne is a racist cunt and I'm finally happy she's getting what she deserves.
Carmen Collins	Unclear/Unrelated	Tue May 29 18:29:01 +0000 2018	ScoutMacKenzie2	@DanaPerino On your show today, talking w/ Bret Baier about the cancelling of Roseanne's show b/c of her racist rem... https://t.co/80EN640Ic9
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:29:01 +0000 2018	ThisIsAmerica31	@zzzack15Zach Live pic of Roseanne's cobbing?
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:29:01 +0000 2018	p2plusb2	@gatewaypundit @therealroseanne @espn There is no double standard.  If you're a racist, you get canned.  Where was @KeithOlbermann racist?
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:29:01 +0000 2018	cibersuedoe	@MemeEngineNo_9 @therealroseanne Also, about the last hour, stay out of your sister's room ffs.
Michael Joseph, III	Pro-Roseanne	Tue May 29 18:29:01 +0000 2018	gregory_cerge	@mcibellis Right. But didn't they know what they were getting into? It's a little silly to hire Roseanne and then b... https://t.co/fYiAHSTvBi
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:29:02 +0000 2018	DoTheLeftWing	Roseanne went to the same high school where they filmed High School Musical. So we at least know where she radicalized
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:29:02 +0000 2018	14uonly	byebitchbye
Carmen Collins	Anti-Roseanne	Tue May 29 18:29:03 +0000 2018	1fritiof	@therealroseanne As do WE, Roseanne...Trump's supporters ARE the majority of LEGAL non-anarchist Americans.  Fox wi... https://t.co/bbVinX5uBT
Suzanne Garcia	Anti-Roseanne	Tue May 29 18:29:03 +0000 2018	ARTLAWZ	With dat bein said fxck Roseanne Barr and anybody who loves her. I'm puttin up my middle finger. Makes me sick.
Sigfried Gold	Anti-Roseanne	Tue May 29 18:29:03 +0000 2018	eddierobbins	What's worse than racism is staying silent about it @THEsaragilbert. If you are progressive as you claim to be I wa... https://t.co/wSTUUFSvEd
Carmen Collins	Neutral	Tue May 29 18:29:04 +0000 2018	DeRocheDennis	Roseanne' Canceled at ABC https://t.co/nje6LmiOjk
Suzanne Garcia	Neutral	Tue May 29 18:29:04 +0000 2018	MichelleDaviso6	@Pork_Kebab @therealroseanne You posted the same pic of Valerie twice ya eejit
Aditya Bhat	Pro-Roseanne	Tue May 29 18:29:05 +0000 2018	TheStevietheman	@KathyLMcKee @ABC Roseanne is indeed entitled to her own political opinions.  What she said about Valerie Jarrett c... https://t.co/bge7lhAtCR
Sigfried Gold	Pro-Roseanne	Tue May 29 18:29:05 +0000 2018	labour2702	@therealroseanne I forgive you, if that matters at all. I am in shock that your show is gone.
Sarah Jackson	Anti-Roseanne	Tue May 29 18:29:05 +0000 2018	astro_lass	@therealroseanne You can't keep acting in such bad taste and then apologizing when there's fallout and expecting a... https://t.co/M49Z37Mjxv
Sigfried Gold	Pro-Roseanne	Tue May 29 18:29:06 +0000 2018	hm7madq	realshame
Aditya Bhat	Neutral	Tue May 29 18:29:07 +0000 2018	2ANow	Roseanne I liked Planet Of The Apes After Tweet by Roseanne Barr, ABC Cancels Her Hit Show https://t.co/vh35YQZ03R
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:29:07 +0000 2018	mbmcmanamon	@holachola @therealroseanne @ChelseaClinton @OpenSociety Ik. I actually saw the first episode. Haven't had time to follow up.
Kristen Byers	Unclear/Unrelated	Tue May 29 18:29:07 +0000 2018	KellyGr83803450	@ReutersBiz @DinnaFash838 Good. Joy Reid probably hacked Roseanne Twitter.
Sarah Jackson	Anti-Roseanne	Tue May 29 18:29:07 +0000 2018	barlowmudman	@Beverly04990771 @RealMAGASteve @therealroseanne so you defend racists but when people kneel your feelings get hurt... https://t.co/qMaaiMSQH7
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:29:08 +0000 2018	saraHobbit2	@ConservaMomUSA @RWSalt @therealroseanne @HillaryClinton @ABC @BretBaier please explain if Hilly can say it well
Carmen Collins	Anti-Roseanne	Tue May 29 18:29:08 +0000 2018	georgietutu4	@FoxNews @POTUS He's bound to rant about Roseanne getting cancelled.
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:29:08 +0000 2018	colken16	@TC_resistance @therealroseanne Steven Colbert still on CBS
Kristen Byers	Anti-Roseanne	Tue May 29 18:29:09 +0000 2018	ImpeachAgentO	@brianstelter @azkaban2 @ABC @netflix @hulu @comcast and Time Warner must all pledge to NOT RUN RERUNS of... https://t.co/CitzZwgVsT
Carmen Collins	Unclear/Unrelated	Tue May 29 18:29:09 +0000 2018	GradiJordan420	@SusanHulett @Butterflipzy @TheRealHublife @therealroseanne Somtuen it should apply to Joy Behar's comments about C... https://t.co/A91oGlEnW4
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:29:09 +0000 2018	Haylee_Kitties	@therealroseanne @fromTull Liberals have a hidden, knee jerk belief apparently that holds black folk physically res... https://t.co/0zDKeg7Ou1
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:29:09 +0000 2018	BeySoKiller	@tjbierschbach @MsPackyetti My opinion had nothing to do with the decision to cancel, it doesn't affect Roseanne pe... https://t.co/263vptjHwN
Kristen Byers	Anti-Roseanne	Tue May 29 18:29:10 +0000 2018	libgwenchy	@therealroseanne Words have meaning and consequences, as you are finding out. Your free passes for crazy have expir... https://t.co/I0JcbfcRKt
Carmen Collins	Pro-Roseanne	Tue May 29 18:29:10 +0000 2018	MHall45899905	@francismmaxwell 1. it wasn't just an eyeliner joke, don't downplay 2. Roseanne apologized, Michelle didn't
Carmen Collins	Anti-Roseanne	Tue May 29 18:29:10 +0000 2018	PieceOfPeace70	@BrookeBCNN Thank you ABC for making a necessary, courageous decision: canceling Roseanne Barr. She kept flirting w... https://t.co/I3vAfuqMxr
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:29:11 +0000 2018	calarcoyoga	@conserve_p @johncanzanobft @therealroseanne Lol
Carmen Collins	Anti-Roseanne	Tue May 29 18:29:11 +0000 2018	craigbello56	@therealroseanne Ummmmm go die bitch
Carmen Collins	Unclear/Unrelated	Tue May 29 18:29:11 +0000 2018	dbroad_13	american
Sigfried Gold	Anti-Roseanne	Tue May 29 18:29:11 +0000 2018	MARS0411	Is anyone really surprised that Roseanne is a fat, disgusting, racist slob? Im certainly not
Sarah Jackson	Anti-Roseanne	Tue May 29 18:29:11 +0000 2018	IMStephanieLove	@yepisaidthat2 @BhatnagarSanjna @Scaramucci ok... why not tweet with @therealroseanne she has plenty of time now.
Kristen Byers	Unclear/Unrelated	Tue May 29 18:29:12 +0000 2018	Bingelish	@Chelleybelle1 @KayaJones @ABCNetwork @jimmykimmel @FLOTUS @therealroseanne Shut the fuck off you crazy pathetic as... https://t.co/Wzy71eQFEX
Suzanne Garcia	Unclear/Unrelated	Tue May 29 18:29:13 +0000 2018	Phillycat	@JudyFrances1975 @mamaleemc @mcsha_k @therealroseanne @ChelseaClinton @OpenSociety OJ was framed!!!!
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:29:13 +0000 2018	ahernandez85b	@therealroseanne Thank you @ABCNetwork https://t.co/r2LO5TGtiO
Kristen Byers	Neutral	Tue May 29 18:29:14 +0000 2018	reenaninan	Roseanne's Twitter statement is abhorrent, repugnant and inconsistent with our values, and we have decided to canc... https://t.co/ipHNsbelAu
Carmen Collins	Neutral	Tue May 29 18:29:14 +0000 2018	512photoz	Just heard ABC canceled Roseanne... https://t.co/1Fr4VH7vqI
Sigfried Gold	Anti-Roseanne	Tue May 29 18:29:14 +0000 2018	Chica24369629	@RoseanneOnABC Wow. My tweet worked.      ABC disagree with Roseanne's views and have cancelled the show.
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:29:14 +0000 2018	wfromAllen	@therealroseanne What happened to the Blonde And Bitchin' Roseanne? Jews, gays, women, and ethnic minorities used t... https://t.co/UVdNtrOYIP
Aditya Bhat	Pro-Roseanne	Tue May 29 18:29:15 +0000 2018	Nidfx	@therealroseanne Don't leave, don't apologize!
Kristen Byers	Unclear/Unrelated	Tue May 29 18:29:15 +0000 2018	Sally72954082	@chrisb_writer @andygh26 @Milliron681 @soonerrick @debralynnsmith3 @therealroseanne Democrap huh beautiful
Sarah Jackson	Pro-Roseanne	Tue May 29 18:29:15 +0000 2018	Kda183	@ericbolling Hey Eric... why'd you delete that tweet to Roseanne? I thought she didn't need to apologize.
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:29:15 +0000 2018	temersonb	@RobertIger So the network that FIRED Isiah Washington for making homophobic remarks and then REHIRED him years lat... https://t.co/iylNJjZiBn
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:29:16 +0000 2018	Nemo61A	@soonerrick @DeannaSader @DarbaDee @Lani6400 @therealroseanne OH REALLY - IT HAPPENED!!! IGNORANCE WILL NOT BE TOLERATED!!!
Aditya Bhat	Neutral	Tue May 29 18:29:17 +0000 2018	nicerverge	Roseanne canceled by ABC after Roseanne Barr tweets racist remark https://t.co/cGnOfp8NV4 https://t.co/qDkc955lPw
Suzanne Garcia	Unclear/Unrelated	Tue May 29 18:29:17 +0000 2018	TheWave0079	@KayaJones @ABCNetwork @jimmykimmel @FLOTUS @therealroseanne Kaya do you realize all the support of your tweets are... https://t.co/jC6PjPsGcA
Kristen Byers	Unclear/Unrelated	Tue May 29 18:29:18 +0000 2018	HatersNoNothing	@Hardy13Phyllis Trying to use Roseanne fiasco as your excuse for calling me racist without proof? Nice try.
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:29:18 +0000 2018	Try_Facts_Libs	QAnon
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:29:19 +0000 2018	FairyLove777	@LadyBabs07 @therealroseanne @ABC  https://t.co/7Zw1Yj8QEL
Kristen Byers	Pro-Roseanne	Tue May 29 18:29:19 +0000 2018	jen11223344	@therealroseanne Find a new network!!
Suzanne Garcia	Unclear/Unrelated	Tue May 29 18:29:19 +0000 2018	Chasbc	@nrickyz @bbusa617 @WLouT2 @therealroseanne @POTUS @BestBrownsFan @starcrosswolf @John_KissMyBot @grizz_meister... https://t.co/InaMOPFWek
Sarah Jackson	Neutral	Tue May 29 18:29:19 +0000 2018	FinancialPlayer	Roseanne' canceled after star's racist  tweets https://t.co/FWEbP1A4JG
Kristen Byers	Unclear/Unrelated	Tue May 29 18:29:20 +0000 2018	Magsta0305	@ABCNetwork - NOW can you bring back @ABCDesignated Designated Survivor? Used to love Roseanne back in the day.  Th... https://t.co/lFb7Q3oZif
Sarah Jackson	Anti-Roseanne	Tue May 29 18:29:20 +0000 2018	NoCowpieZone	@krassenstein Why can Roseanne be booted out so fast and Trump, like the Energize Bunny, keeps chugging along?
Suzanne Garcia	Neutral	Tue May 29 18:29:21 +0000 2018	JamesKosur	Roseanne
Kristen Byers	Unclear/Unrelated	Tue May 29 18:29:22 +0000 2018	bethleno23	fortheloveofdemocracy
Carmen Collins	Unclear/Unrelated	Tue May 29 18:29:22 +0000 2018	ckelly12352	@JarrettHill is anyone on the right really THAT upset right now on twitter? if they are, i haven't seen them throug... https://t.co/QcwjXya5kC
Suzanne Garcia	Anti-Roseanne	Tue May 29 18:29:22 +0000 2018	Muslim76891540	It took awhile, but good for ABC Entertainment and Disney. Fuck Roseanne. Feel slightly better about watching some... https://t.co/6tTtLQDokg
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:29:22 +0000 2018	GrapefruitCorey	@therealroseanne  https://t.co/yC4XhG4qgP
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:29:22 +0000 2018	shoonfrodeo355	Roseanne
Kristen Byers	Pro-Roseanne	Tue May 29 18:29:23 +0000 2018	rustymk2	Trump will address the cancellation of 'Roseanne' quickly. Television is very important to him and she was a great... https://t.co/D3FBeE8hWT
Carmen Collins	Neutral	Tue May 29 18:29:23 +0000 2018	lahovey60	Roseanne' Canceled by ABC After Roseanne Barr's 'Repugnant' Comments, Network President Says https://t.co/lHDaT8m4eP
Sarah Jackson	Anti-Roseanne	Tue May 29 18:29:23 +0000 2018	strongjalopy	I did not like Roseanne and her politics. However, there were a lot of good, deserving actors on the @RoseanneOnABC... https://t.co/mWh08kj84V
Sarah Jackson	Anti-Roseanne	Tue May 29 18:29:23 +0000 2018	JamesTKirk66	Good For ABC. Ignorant racial and personal attacks need to be punished. I can live without Roseanne. https://t.co/WE3HklpRiC
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:29:23 +0000 2018	ClimateThoughts	@therealroseanne @DonaldJTrumpJr Donnie, you're a genius for retweeting this!  Everybody knows George Soros hates d... https://t.co/Pu4WPEtwA4
Kristen Byers	Unclear/Unrelated	Tue May 29 18:29:24 +0000 2018	MelHarman	@ABC Valerie existed without Valerie (okay name change), it would have been nice if Roseanne could have existed wit... https://t.co/vfcX01j2sX
Kristen Byers	Neutral	Tue May 29 18:29:24 +0000 2018	Pressuretweets	Always liked Archie more than Roseanne.
Carmen Collins	Pro-Roseanne	Tue May 29 18:29:24 +0000 2018	iwannabeyourHan	Alex Jones: Hi therealroseanne, it's time for you to strike back against these THOUGHT POLICE and really shake them... https://t.co/KIYLMFPtGt
Carmen Collins	Pro-Roseanne	Tue May 29 18:29:25 +0000 2018	Hopp359	@bchapman151 @therealroseanne Roseanne needs to stand her ground!!! Leftists make hateful, slanderous statements to... https://t.co/NaktjobdEl
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:29:25 +0000 2018	Ghoopmeister	SOCIAL MEDIA...you gotta love it! https://t.co/OFBb9OQsNm
Sarah Jackson	Neutral	Tue May 29 18:29:26 +0000 2018	sup_grill	Roseanne canceled by ABC after Roseanne Barr's controversial tweets  https://t.co/x0EYQsXcB6
Sarah Jackson	Anti-Roseanne	Tue May 29 18:29:26 +0000 2018	TheMAGADaddy	@therealroseanne Why are you still here? Delete yourself as promised.
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:29:26 +0000 2018	magicnorman	Roseanne
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:29:26 +0000 2018	AstorZen	@zeckle3 @therealroseanne @ChelseaClinton @OpenSociety So your saying you know different? At that age he still can... https://t.co/z7yaeQEruk
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:29:26 +0000 2018	JorgeNSFL	@therealroseanne  https://t.co/63TRCkerAO
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:29:27 +0000 2018	surftweeker	@niffer1283 @DonCheadle @RoseanneOnABC @therealroseanne Sorry Snowflake! https://t.co/AZseeUMaj3
Aditya Bhat	Anti-Roseanne	Tue May 29 18:29:27 +0000 2018	jimmythethird	@Meadus73 @therealroseanne Haha. That didn't take long. America just needs one more trash-TV star to fuck off now.
Kristen Byers	Neutral	Tue May 29 18:29:27 +0000 2018	DIYWrld	Roseanne' has been canceled https://t.co/S72lF9X2Ed https://t.co/BahuaIHEOV
Carmen Collins	Anti-Roseanne	Tue May 29 18:29:27 +0000 2018	ProfJbones	@therealroseanne Apologies mean nothing without a change of heart. I doubt you have that. Think of all the people's... https://t.co/59lsySEQCv
Carmen Collins	Anti-Roseanne	Tue May 29 18:29:27 +0000 2018	axel7930	@Thinkery_41 @therealroseanne You are a bigot too. Maybe YOU need a dictionary!
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:29:27 +0000 2018	hitthimself	@mugfrommichigan @ljpflash @LadyBabs07 @therealroseanne @ABC The first amendment keeps you from being imprisoned fo... https://t.co/rT2rkHj9sy
Sarah Jackson	Pro-Roseanne	Tue May 29 18:29:27 +0000 2018	ApplejennyMarie	ROSEANNE BARR FOR PRESIDENT, 2024!!
Sarah Jackson	Pro-Roseanne	Tue May 29 18:29:28 +0000 2018	pattena1	@burnerBURNER6 @KayaJones @ABCNetwork @jimmykimmel @FLOTUS @therealroseanne Puhleeze! He's your president too unles... https://t.co/Qs2YgCoxqF
Sarah Jackson	Anti-Roseanne	Tue May 29 18:29:28 +0000 2018	sherryw329	Roseanne hasn't been funny since her 'bred well in captivity' era anyway.
Michael Joseph, III	Neutral	Tue May 29 18:29:28 +0000 2018	rodimusprime	https://t.co/lxs7D5cPGi
Aditya Bhat	Anti-Roseanne	Tue May 29 18:29:29 +0000 2018	dangerern	@therealroseanne What the fuck happened to you???? Jesus Christ.
Kristen Byers	Anti-Roseanne	Tue May 29 18:29:29 +0000 2018	ProfVBlack	@iamwandasykes @RoseanneOnABC She won't be either! Thank you @ABCNetwork for not condoning Roseanne's behavior.
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:29:29 +0000 2018	DonCruella	It's a shame @ABCNetwork prides itself on their diverse content. Women of color headlining primetime shows, LGBTQ c... https://t.co/QyIVzBdgAO
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:29:29 +0000 2018	NotAFollower4	@alexwagner @franklinleonard She's got to be so disappointed and hurt, Channing took a risk on Roseanne -  a forsur... https://t.co/74WUuNvi7g
Suzanne Garcia	Neutral	Tue May 29 18:29:30 +0000 2018	iRoboHamster	@seanhg12 @TalbertSwan @therealroseanne @ValerieJarrett Freedom of Speech isn't Freedom From Consequences. She says... https://t.co/2IFrekc6Jb
Suzanne Garcia	Unclear/Unrelated	Tue May 29 18:29:30 +0000 2018	VIPBulldogs	@r2u @therealroseanne The nazi and kkk movement?
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:29:30 +0000 2018	giganticmouth	@therealroseanne @ChelseaClinton @OpenSociety What is wrong with you????
Aditya Bhat	Anti-Roseanne	Tue May 29 18:29:31 +0000 2018	truthdiviner	@TheGoodGodAbove @therealroseanne Lordy, what do you expect from a Nazi collaborator like @therealroseanne? Like he... https://t.co/C6gDOLbr7q
Carmen Collins	Unclear/Unrelated	Tue May 29 18:29:31 +0000 2018	ActorwithaChip	@therealroseanne Sadly, won't be enough.......
Suzanne Garcia	Pro-Roseanne	Tue May 29 18:29:31 +0000 2018	nbatitlechase1	@LadyBabs07 @bearypatch @therealroseanne @ABC @realDonaldTrump @POTUS Followers don't mean you support.  Doh https://t.co/eSqvVtN1sF
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:29:31 +0000 2018	75Verita	I'd like to see 'Roseanne' slot filled with 'Black-ish' reruns.
Kristen Byers	Neutral	Tue May 29 18:29:32 +0000 2018	ozy	ABC has decided to cancel 'Roseanne' the TV show after Roseanne Barr sent out a Tweet comparing former Obama aide V... https://t.co/hGKO6xog7g
Kristen Byers	Unclear/Unrelated	Tue May 29 18:29:32 +0000 2018	katsprad	@JacksNW In other, less terrible news, there's this: https://t.co/pAGeAJUsoD
Sarah Jackson	Pro-Roseanne	Tue May 29 18:29:32 +0000 2018	Matt_Hecht	Very bad mistep by Roseanne, ignorant comment that makes Conservatives look bad, and also derailed her come back, b... https://t.co/XKAPn9SDyy
Suzanne Garcia	Anti-Roseanne	Tue May 29 18:29:33 +0000 2018	sp2kidssparks	@therealroseanne I used 2 think u were an open minded,4ward thinking, progressive person.  Obviously I was horribly... https://t.co/wv6JzFs9v4
Sigfried Gold	Pro-Roseanne	Tue May 29 18:29:33 +0000 2018	JenniferMostre1	I hope @Netflix or someone picks up Roseanne.
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:29:34 +0000 2018	StarMakerBolin	hey @realDonaldTrump &amp; @therealroseanne, we did figure it out. Birds of a feather flock together &amp; U 2 R low class... https://t.co/BoUmGqvTHF
Kristen Byers	Anti-Roseanne	Tue May 29 18:29:34 +0000 2018	mariahcareyed	I can add roseanne to the list of awful people I won't have any sadness for when they die
Kristen Byers	Pro-Roseanne	Tue May 29 18:29:34 +0000 2018	thefitacctant	@therealroseanne Why should you have to apologize to Jerrett, dont see an apology coming from Wolf &amp; they other red headed comedian.
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:29:34 +0000 2018	YvonneSteiner	@soonerrick @Trace65roses @therealroseanne You must be 'Married' to your 'Best Friend' Lucifer aka Satan aka the De... https://t.co/gN8FK7vxgN
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:29:35 +0000 2018	margarance	That was before I had even seen the Valerie Jarrett tweet. I imagine Roseanne is having a really bad day. Rarely ha... https://t.co/9K6zDXSz6K
Carmen Collins	Unclear/Unrelated	Tue May 29 18:29:35 +0000 2018	PaPawGeorge	@EdgeheadBrett @CNN @VanJones68 @therealroseanne Probably because it was a whitewash. Anyone could see that. Lets n... https://t.co/q0eAYaIVKs
Sigfried Gold	Pro-Roseanne	Tue May 29 18:29:35 +0000 2018	SnarlaMarla234	If Roseanne was a liberal or Hillary supporter, and the target of her comment was pro Trump, I guarantee you people... https://t.co/rFa7J5p0VD
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:29:35 +0000 2018	GregShugar	@oh_cocobeann He's a St. Louis native, I've seen him at a couple places here, always friendly. He co-owns a place c... https://t.co/DbvULx7cE1
Carmen Collins	Unclear/Unrelated	Tue May 29 18:29:36 +0000 2018	beherr	Roseanne
Sigfried Gold	Neutral	Tue May 29 18:29:36 +0000 2018	baysidetigerz	@ladybugrn69 @1charlieprince @puffballsgirl @therealroseanne
Sigfried Gold	Anti-Roseanne	Tue May 29 18:29:36 +0000 2018	BeverlyWatt	They can not help themselves. A bigot can not stay quiet. https://t.co/JIqnrzhMt7
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:29:37 +0000 2018	scottp9563	@carrieksada_ @RWSalt @USAHotLips @ABC @therealroseanne @ArizonaKayte @KatTheHammer1 @kwilli1046 @DonnaWR8... https://t.co/Bb3hJP8NN5
Carmen Collins	Neutral	Tue May 29 18:29:37 +0000 2018	melisaco1979	Sandra Bernhard Reacts to Racist Tweet from Roseanne Barr https://t.co/5xSY8B6qa8 via @YouTube
Suzanne Garcia	Neutral	Tue May 29 18:29:37 +0000 2018	Billy_Barrell	@fIatcat65 @FoxNews You defended Roseanne. The moment you put words to her tweet affirming her right as a comedian you defended her.
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:29:37 +0000 2018	jaykeobe	@brand_BIG It is her namesake.  it was 'her show'.  They just need to find another that reflects on how disparate p... https://t.co/tDeopX4AEM
Kristen Byers	Anti-Roseanne	Tue May 29 18:29:38 +0000 2018	calpritta	@therealroseanne How it taste now!!!! LMAO
Kristen Byers	Anti-Roseanne	Tue May 29 18:29:38 +0000 2018	NinaNighting	@plushiedevil @Henderson_Joe @Ildymojo This is the best thing I've seen today (along with Roseanne's cancellation).
Sigfried Gold	Anti-Roseanne	Tue May 29 18:29:38 +0000 2018	denton_ray	i think it's funny that people are spinning this roseanne thing to be an attack on conservatism when it's an attack... https://t.co/EolY8pSbNx
Sarah Jackson	Pro-Roseanne	Tue May 29 18:29:38 +0000 2018	tesscaspar	@THEsaragilbert It's one sided. If she said the exact same thing about Trump, she'd be a hero. I'll miss the show,... https://t.co/hfhFv3nd4K
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:29:38 +0000 2018	LeslieATyler	There's a way in which headlines and stories muddle the fact that Roseanne didn't just sent out a 'racist tweet.' S... https://t.co/WFNFP8Cyi9
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:29:39 +0000 2018	phidippides26	Roseanne
Kristen Byers	Neutral	Tue May 29 18:29:39 +0000 2018	trimryan	BREAKING: ABC Cancels 'Roseanne' Over Barr's Controversial Tweet https://t.co/tHexkJBbaO https://t.co/9afpNM3SyO
Suzanne Garcia	Neutral	Tue May 29 18:29:39 +0000 2018	jcdu3nas	@MissZindzi I dont even like roseanne
Suzanne Garcia	Neutral	Tue May 29 18:29:39 +0000 2018	klabe15	Roseanne
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:29:39 +0000 2018	RRTIndustries	@KEEMSTAR @therealroseanne She did it to herself. She forgot she was just a human being.  I feel badly for everyone... https://t.co/p4YgRQs121
Sarah Jackson	Anti-Roseanne	Tue May 29 18:29:39 +0000 2018	richyrich67	@MerriamWebster However it's spelled, they finally got this right. Bye     , @therealroseanne
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:29:39 +0000 2018	lmo18	Roseanne
Kristen Byers	Neutral	Tue May 29 18:29:40 +0000 2018	Smilla1972	who knew that the culture wars would come down to the demographics of Roseanne and NFL watchers?
Suzanne Garcia	Neutral	Tue May 29 18:29:40 +0000 2018	thomusvoo	ABC cancels Roseanne reboot after star's 'bad joke' about Obama aide https://t.co/sM3mazNY9m
Suzanne Garcia	Unclear/Unrelated	Tue May 29 18:29:40 +0000 2018	MorgusDat	@ForeverYoungGSW @TheTweetwit @SteveFM20 @therealroseanne @ABC I hope ABC can pay his food bill..cause it will be in the billions
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:29:40 +0000 2018	jjtheronin	@therealroseanne *Her patriotism and her race https://t.co/WpcpDB1nxg
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:29:41 +0000 2018	estellelevenda1	@RogueFirstLady Would never work for a Trump not a Roseanne.
Aditya Bhat	Anti-Roseanne	Tue May 29 18:29:41 +0000 2018	CallMeHighC	Roseanne Barr is such a damn idiot.
Aditya Bhat	Neutral	Tue May 29 18:29:42 +0000 2018	collinka	Hurray! There are some good people in leadership left! 'Roseanne' Canceled by ABC Hours After Racist Tweet by Rosea... https://t.co/8mo33SCIEo
Aditya Bhat	Pro-Roseanne	Tue May 29 18:29:42 +0000 2018	CarolsBlueSky	@therealroseanne Hang In https://t.co/7TqlT7Rhbt
